Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,primary_artist,release_year,release_month,release_date,artista
67908,3pDhN3qB33AOPhQEkUCaWt,Daddy Yankee,Prestige,Limbo,75,224693,False,0.806,0.875,7,-3.817,1,0.088,0.0838,0.00192,0.065,0.917,125.063,4,latin,Daddy Yankee,2012,5.0,2012-05-01,Daddy Yankee
67357,63aj87TQG6F3RVO5nbG2VQ,J Balvin;Skrillex,In Da Getto,In Da Getto,75,131065,False,0.915,0.72,8,-3.126,1,0.0459,0.025,1.42e-05,0.0942,0.631,126.986,4,latin,J Balvin,2021,11.0,2021-11-01,J Balvin
67802,5cpJFiNwYyWwFLH0V6B3N8,Ozuna;Doja Cat;Sia,Enoc,Del Mar,75,214506,True,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,4,latin,Ozuna,2021,12.0,2021-12-01,Ozuna
68601,0EhpEsp4L0oRGM0vmeaN5e,J Balvin;Dua Lipa;Bad Bunny;Tainy,UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),75,232253,False,0.571,0.693,6,-8.234,0,0.0545,0.00536,0.0,0.173,0.393,168.169,4,latino,J Balvin,2020,7.0,2020-07-01,J Balvin
68851,5W83ErFkO3aKAIS1WMi6u0,Anuel AA;KAROL G,Secreto,Secreto,75,258800,False,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,4,latino,Anuel AA,2018,3.0,2018-03-01,KAROL G
68755,7KbF6AdprOXEEHlsq11Z6d,Maluma,11:11,11 PM,75,175733,False,0.777,0.712,10,-4.84,1,0.277,0.217,0.0,0.091,0.68,95.692,4,latino,Maluma,2019,10.0,2019-10-01,Maluma
68657,6Za3190Sbw39BBC77WSS1C,Natti Natasha;Ozuna,Criminal,Criminal,75,232549,False,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,4,latino,Natti Natasha,2018,7.0,2018-07-01,Ozuna
20856,079Ey5uxL04AKPQgVQwx5h,Selena Gomez;Rauw Alejandro,Revelación - EP,Baila Conmigo (with Rauw Alejandro),75,186087,False,0.823,0.544,5,-7.132,1,0.0715,0.0215,0.00315,0.0966,0.664,149.903,4,dance,Selena Gomez,2021,4.0,2021-04-01,Rauw Alejandro
68966,4t9a07PAghtQMRAIP9FQ7Z,Lunay;Daddy Yankee;Bad Bunny,Épico,Soltera - Remix,75,266086,False,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,4,latino,Lunay,2019,8.0,2019-08-01,Daddy Yankee
68809,23WI5V2eD4EyGKxSl7Pyeq,Chino & Nacho;Daddy Yankee,Andas En Mi Cabeza,Andas En Mi Cabeza,74,247493,False,0.671,0.954,9,-1.87,1,0.13,0.0244,0.0,0.111,0.556,104.114,4,latino,Chino & Nacho,2015,1.0,2015-01-01,Daddy Yankee
30357,6osaMSJh9NguagEDQcZaKx,DJ Snake;J Balvin;Tyga,Carte Blanche,Loco Contigo (feat. J. Balvin & Tyga),74,185194,False,0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,4,edm,DJ Snake,2019,8.0,2019-08-01,J Balvin
68734,4Xtlw8oXkIOvzV7crUBKeZ,Daddy Yankee,Barrio Fino En Directo,Rompe,74,188626,True,0.696,0.858,9,-5.155,1,0.0859,0.0727,3.19e-06,0.0631,0.533,176.061,4,latino,Daddy Yankee,2006,1.0,2006-01-01,Daddy Yankee
68915,48zFZh27QU5qsrBjn4C2FA,Ozuna;Manuel Turizo,Aura,Vaina Loca,74,176133,False,0.754,0.805,6,-4.249,1,0.0752,0.315,0.0,0.203,0.555,93.982,4,latino,Ozuna,2018,8.0,2018-08-01,Ozuna
67400,5YUyW9opqNsMSEzzecZih1,Nicky Jam;J Balvin,Intimo,X,74,172854,False,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,4,latin,Nicky Jam,2018,9.0,2018-09-01,J Balvin
68613,0bBd6K5X4W7t9GyXcaVOA7,J Balvin;Ed Sheeran,Sigue/Forever My Love,Sigue,74,159386,True,0.889,0.641,7,-4.494,1,0.0668,0.0515,2.75e-05,0.19,0.588,87.99,4,latino,J Balvin,2021,11.0,2021-11-01,J Balvin
68614,5Pg4qYTcvCUBBq3jBhKq0t,Daddy Yankee;Pitbull,LEGENDADDY,HOT,74,154493,True,0.898,0.677,11,-6.422,0,0.243,0.0223,0.0,0.35,0.578,130.027,4,latino,Daddy Yankee,2022,2.0,2022-02-01,Daddy Yankee
68715,1RouRzlg8OKFeqc6LvdxmB,Maluma,F.A.M.E.,Felices los 4,74,230000,False,0.766,0.756,5,-5.861,1,0.132,0.213,0.0,0.349,0.716,94.027,4,latino,Maluma,2017,3.0,2017-03-01,Maluma
67806,2CGhzWArXQZG86V1Ztv4Q2,Ozuna,OzuTochi,Mañana,73,192320,False,0.865,0.522,6,-4.648,1,0.0761,0.105,0.0154,0.0671,0.692,91.015,4,latin,Ozuna,2022,7.0,2022-07-01,Ozuna
20431,0KoiMHhqKLoL4xM54rcWYY,DJ Snake;Selena Gomez;Ozuna;Cardi B,Carte Blanche,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",73,212500,True,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4,dance,DJ Snake,2018,9.0,2018-09-01,Ozuna
20308,0YammaEkYSeo9vQYZ1OwS6,David Guetta;Bebe Rexha;J Balvin,7,Say My Name,73,198946,False,0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.031,4,dance,David Guetta,2019,11.0,2019-11-01,J Balvin
68822,2gdBsRfuWGwJwe3X5XwZuI,Ozuna,La Copa,La Copa,72,154628,False,0.913,0.803,0,-3.911,1,0.0353,0.116,0.000275,0.111,0.947,126.016,4,latino,Ozuna,2022,11.0,2022-11-01,Ozuna
37351,3Ga6eKrUFf12ouh9Yw3v2D,Anitta;J Balvin,Downtown,Downtown,72,193456,False,0.775,0.679,4,-4.985,0,0.135,0.18,7.26e-05,0.068,0.619,166.008,4,funk,Anitta,2019,7.0,2019-07-01,J Balvin
68961,1LIqNVhaIgxXUt2eVoIQJ3,Maluma,11:11,HP,72,184435,True,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,4,latino,Maluma,2020,8.0,2020-08-01,Maluma
67556,6KuqAtoeVzxAYOaMveLNpH,Daddy Yankee,Dura,Dura,72,200480,False,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.839,95.001,4,latin,Daddy Yankee,2018,1.0,2018-01-01,Daddy Yankee
67452,7COfe3P7KgfwDwIRB8LIDw,J Balvin;Willy William,Vibras,Mi Gente,72,185040,False,0.548,0.704,11,-4.838,0,0.0777,0.0168,2.25e-05,0.143,0.288,104.666,4,latin,J Balvin,2017,6.0,2017-06-01,J Balvin
67550,0GzuHFG4Ql6DoyxFRnIk3F,Maluma;The Weeknd,Hawái (Remix),Hawái - Remix,72,200481,False,0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,4,latin,Maluma,2021,2.0,2021-02-01,Maluma
67301,6rPO02ozF3bM7NnOV4h6s2,Luis Fonsi;Daddy Yankee;Justin Bieber,Despacito Feat. Justin Bieber (Remix),Despacito - Remix,72,228826,False,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,4,latin,Luis Fonsi,2017,4.0,2017-04-01,Daddy Yankee
88856,2AY1UAimvTqjJC8vDJsOyy,Becky G;Bad Bunny,MALA SANTA,Mayores,72,203186,False,0.745,0.836,5,-4.336,0,0.0444,0.145,0.00314,0.116,0.874,96.993,4,reggae,Becky G,2017,7.0,2017-07-01,Bad Bunny
89964,7iqOIHHEmu6Vhw25GgQ2eA,J Balvin;Sech,JOSE,Una Nota,71,170760,False,0.662,0.788,3,-4.55,0,0.205,0.0191,0.0,0.0559,0.711,179.876,4,reggaeton,J Balvin,2019,12.0,2019-12-01,J Balvin
68970,0JAZWvvqttGFm4UMDsPQXC,Ozuna;Camilo,Enoc,Despeinada,70,224186,False,0.734,0.775,8,-3.855,1,0.0614,0.186,0.000542,0.123,0.72,166.039,4,latino,Ozuna,2021,7.0,2021-07-01,Ozuna
68723,2C2TGgFzrTRIOdQS1vUN5h,J Balvin,Energía,Ginza,70,171093,False,0.73,0.809,5,-6.406,0,0.0876,0.208,0.0013,0.0804,0.825,101.965,4,latino,J Balvin,2015,8.0,2015-08-01,J Balvin
68956,0nDGgXV5oI8TdAmWjUx65l,J Balvin;Ryan Castro,Nivel De Perreo,Nivel De Perreo,70,151573,True,0.802,0.828,1,-3.601,1,0.0756,0.0217,0.0,0.0692,0.722,91.983,4,latino,J Balvin,2022,6.0,2022-06-01,J Balvin
68808,5PXsZaT8cOxb4mXrA20PMQ,Ozuna,Nibiru,Baila Baila Baila,70,158760,False,0.837,0.626,11,-5.674,0,0.152,0.0588,0.0,0.252,0.592,99.987,4,latino,Ozuna,2019,4.0,2019-04-01,Ozuna
68758,6MJUCumnQsQEKbCy28tbCP,Daddy Yankee;Anuel AA,Adictiva,Adictiva,70,207853,False,0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,4,latino,Daddy Yankee,2018,8.0,2018-08-01,Daddy Yankee
33000,2LskIZrCeLxRvCiGP8gxlh,XXXTENTACION;Lil Pump;Swae Lee;Maluma,Arms Around You (feat. Maluma & Swae Lee),Arms Around You (feat. Maluma & Swae Lee),70,198902,True,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,4,emo,XXXTENTACION,2018,12.0,2018-12-01,Maluma
68801,7CtbxAGq2P0jtYh6SH9DMR,Tainy;J Balvin,The SpongeBob Movie: Sponge On The Run (Original Motion Picture Soundtrack),Agua (with J Balvin),69,159665,False,0.778,0.651,9,-5.421,0,0.266,0.167,0.0,0.177,0.569,100.094,4,latino,Tainy,2020,8.0,2020-08-01,J Balvin
68810,6Ges5C2IE738iJh4HyQizQ,J Balvin,La Familia B Sides,Ay Vamos,69,226413,False,0.718,0.711,8,-5.746,0,0.11,0.157,5.54e-05,0.1,0.92,173.916,4,latino,J Balvin,2015,5.0,2015-05-01,J Balvin
37052,6k2900NjJeVqZM55G3Danu,MC Fioti;Future;J Balvin;Stefflon Don;Juan Magán,Bum Bum Tam Tam,Bum Bum Tam Tam,69,213988,True,0.896,0.675,1,-3.908,1,0.124,0.346,8.11e-06,0.262,0.659,131.999,4,funk,MC Fioti,2017,11.0,2017-11-01,J Balvin
68730,6RyaV7owmVU6fzEPE17sF1,Daddy Yankee,Que Tire Pa Lante,Que Tire Pa Lante,69,210520,False,0.658,0.901,7,-2.814,1,0.0357,0.0478,0.0,0.12,0.708,93.979,4,latino,Daddy Yankee,2020,11.0,2020-11-01,Daddy Yankee
68764,5cepAtqnEQ6yVG6088zMMu,Maluma;Nego do Borel,F.A.M.E.,Corazón (feat. Nego do Borel),69,184720,False,0.722,0.738,9,-6.073,0,0.247,0.328,1.47e-05,0.198,0.748,198.075,4,latino,Maluma,2017,8.0,2017-08-01,Maluma
68819,6zEgnpM0qYmHLDnh8WPejL,J Balvin,Colores,Amarillo,69,157733,False,0.641,0.857,1,-5.725,0,0.301,0.013,0.00534,0.0695,0.961,122.728,5,latino,J Balvin,2020,3.0,2020-03-01,J Balvin
21163,0Rj2yNpEvXOl8yn9UOuIRs,Charly Black;Daddy Yankee,Gyal You A Party Animal (Remix),Gyal You A Party Animal - Remix,68,224320,False,0.729,0.894,0,-4.054,1,0.0798,0.0612,0.0,0.36,0.757,101.053,4,dancehall,Charly Black,2015,8.0,2015-08-01,Daddy Yankee
68814,4VgYtXCVJ7IbWAZ5ryfvEQ,Nicky Jam;Daddy Yankee,Muévelo,Muévelo,68,194892,False,0.594,0.808,7,-2.409,1,0.0489,0.415,1.39e-05,0.565,0.919,188.09,4,latino,Nicky Jam,2022,2.0,2022-02-01,Daddy Yankee
89967,456xBIOmLRoLzCvCzZrWge,J Balvin;Pharrell Williams;BIA;Sky Rompiendo,Energía,Safari,68,205600,False,0.689,0.675,0,-4.281,1,0.32,0.531,3.17e-06,0.115,0.604,180.065,4,reggaeton,J Balvin,2016,11.0,2016-11-01,J Balvin
51359,4OUAXw3SXI7bUiNtKC7ErW,Badshah;J Balvin;Tainy,Voodoo (with J Balvin & Tainy),Voodoo (with J Balvin & Tainy),68,198130,True,0.797,0.782,3,-4.658,0,0.0504,0.00335,0.0,0.138,0.503,99.999,4,hip-hop,Badshah,2022,4.0,2022-04-01,J Balvin
68654,6JjPBQfI2Y8nIjnm65X6Pw,Nicky Jam;J Balvin;Maluma;Ozuna,X (feat. Maluma & Ozuna) [Remix],X (feat. Maluma & Ozuna) - Remix,68,235746,False,0.663,0.696,9,-4.957,0,0.103,0.0561,3.77e-05,0.0778,0.738,180.113,4,latino,Nicky Jam,2018,12.0,2018-12-01,J Balvin
68659,6U2NuJILEOEpW2tVCuqKHb,Daddy Yankee;Natti Natasha;Becky G;Bad Bunny,Dura (Remix),Dura - Remix,68,242160,False,0.772,0.803,1,-3.035,1,0.0468,0.188,0.0,0.434,0.853,94.981,4,latino,Daddy Yankee,2018,4.0,2018-04-01,Daddy Yankee
68733,2dl5K2ScW7jYhAhuem06cm,Daddy Yankee,PROBLEMA,PROBLEMA,68,184506,True,0.773,0.8,10,-3.17,0,0.0987,0.0613,0.00403,0.0327,0.842,89.988,4,latino,Daddy Yankee,2021,3.0,2021-03-01,Daddy Yankee
21160,37eGbhE1xVFSvcKkqGb6i1,Sean Paul;J Balvin,Contra La Pared,Contra La Pared,68,224680,False,0.828,0.588,2,-7.14,1,0.118,0.0156,0.0,0.124,0.598,94.052,4,dancehall,Sean Paul,2019,3.0,2019-03-01,J Balvin
68902,42FWqCxAw5aG1FvjyVjIlH,Darell;Casper Magico;Nio Garcia;Nicky Jam;Ozuna;Bad Bunny,Te Boté (Clean Version),Te Boté,68,275693,False,0.918,0.602,4,-3.986,0,0.115,0.401,7.28e-06,0.0805,0.158,96.518,4,latino,Darell,2018,4.0,2018-04-01,Ozuna
68959,0A37XY67wSdGqkGjtfW6aV,Rauw Alejandro;Anuel AA;Natti Natasha;Farruko;Lunay,Fantasias (Remix) [feat. Farruko & Lunay],Fantasias - Remix,67,267241,False,0.816,0.72,1,-4.454,1,0.0684,0.206,0.0,0.277,0.78,94.004,4,latino,Rauw Alejandro,2020,9.0,2020-09-01,Rauw Alejandro
68753,66x45Yh9x397PWpxMX0ZDT,J Balvin;Dua Lipa;Bad Bunny;Tainy,JOSE,UN DIA (ONE DAY),67,232146,False,0.58,0.695,6,-8.244,0,0.0671,0.00638,0.0,0.174,0.402,168.124,4,latino,J Balvin,2020,7.0,2020-07-01,J Balvin
95300,2wRkBumdItthjYP9XknImg,Marc Anthony;Will Smith;Bad Bunny,Está Rico,Está Rico,66,215151,False,0.817,0.74,11,-4.566,0,0.283,0.266,0.0,0.0992,0.674,130.04,4,salsa,Marc Anthony,2018,12.0,2018-12-01,Bad Bunny
67860,2snbAel9GoxA6i6iH0Wvw9,Ozuna,OzuTochi,Te Pienso,66,147760,False,0.668,0.533,2,-7.409,1,0.098,0.117,0.0,0.305,0.676,163.733,4,latin,Ozuna,2022,7.0,2022-07-01,Ozuna
68750,2CdTLdDjwZdVcm0bresVWx,J Balvin;Khalid,Otra Noche Sin Ti,Otra Noche Sin Ti,66,228920,False,0.503,0.548,0,-7.564,0,0.164,0.0751,0.000234,0.145,0.441,94.036,4,latino,J Balvin,2021,2.0,2021-02-01,J Balvin
30520,0U6bQIAh6MCGo1xjbIIx2S,Dimitri Vegas & Like Mike;David Guetta;Daddy Yankee;Afro Bros;Natti Natasha;Dimitri Vegas;Like Mike,Instagram,Instagram,66,184558,True,0.765,0.906,8,-2.097,0,0.0965,0.125,0.0,0.423,0.95,96.071,4,edm,Dimitri Vegas & Like Mike,2019,5.0,2019-05-01,Daddy Yankee
32153,1OUPXna2MCgAt3VNmXJBtg,Tropkillaz;J Balvin;Anitta;ZAAC,Bola Rebola,Bola Rebola,66,193440,False,0.834,0.777,5,-4.538,0,0.0593,0.22,0.00609,0.335,0.865,129.984,4,electronic,Tropkillaz,2019,6.0,2019-06-01,J Balvin
68807,62o8KoI44JfN7aYxgTnPvh,Maluma,Mala Mía,Mala Mía,66,183752,False,0.749,0.752,6,-4.883,1,0.345,0.31,0.0,0.232,0.901,180.049,4,latino,Maluma,2018,3.0,2018-03-01,Maluma
68919,7F7kL3i6SDEIbDcoJZGiig,Daddy Yankee,Sígueme Y Te Sigo,Sígueme Y Te Sigo,66,209786,False,0.736,0.878,1,-3.604,0,0.0428,0.069,6.39e-05,0.756,0.663,100.025,4,latino,Daddy Yankee,2016,9.0,2016-09-01,Daddy Yankee
68857,2D3z17LBMJ2HEHeBFFjTLi,J Balvin,Reggaeton,Reggaeton,66,158800,False,0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,4,latino,J Balvin,2021,9.0,2021-09-01,J Balvin
68718,7gcMKL3lnDxsp4bIXyv6Zk,Daddy Yankee,Shaky Shaky,Shaky Shaky,65,234320,False,0.899,0.626,6,-4.228,0,0.292,0.076,0.0,0.0631,0.873,88.007,4,latino,Daddy Yankee,2016,5.0,2016-05-01,Daddy Yankee
68964,343HgC6SVFtTAgMPlGoNjn,Daddy Yankee;Myke Towers;Jhayco,SÚBELE EL VOLUMEN,SÚBELE EL VOLUMEN,65,223366,True,0.83,0.623,6,-4.056,1,0.0801,0.0219,0.0,0.0812,0.614,101.036,4,latino,Daddy Yankee,2021,8.0,2021-08-01,Daddy Yankee
68752,3gE4eQH3K83Sght0ZLvuBK,Bad Bunny;Drake,X 100PRE,MIA,65,210367,False,0.816,0.538,6,-6.354,0,0.0617,0.0142,0.000496,0.099,0.156,97.054,4,latino,Bad Bunny,2018,10.0,2018-10-01,Bad Bunny
68720,2GPCE96x9Go6acdDt8ex6p,J Balvin;Dua Lipa;Bad Bunny;Tainy,Future Nostalgia (The Moonlight Edition),Un Día (One Day),65,231815,False,0.572,0.634,6,-10.599,0,0.0617,0.00547,0.0,0.129,0.432,168.136,4,latino,J Balvin,2020,7.0,2020-07-01,J Balvin
67904,1DoK3CdipMjplLk5LXUdcp,J Balvin;Willy William;Beyoncé,Mi Gente (feat. Beyoncé),Mi Gente (feat. Beyoncé),64,209733,False,0.759,0.716,11,-6.36,0,0.0818,0.0223,0.0,0.231,0.469,105.021,4,latin,J Balvin,2017,9.0,2017-09-01,J Balvin
67805,4au7FRcgZzChASRYu279xH,Daddy Yankee;Katy Perry;Snow,Con Calma (Remix),Con Calma - Remix,64,181280,False,0.736,0.868,8,-3.01,0,0.0454,0.166,1.48e-06,0.0419,0.613,94.026,4,latin,Daddy Yankee,2019,4.0,2019-04-01,Daddy Yankee
67858,2sZzEKY3DxpY8V87SuYoU2,Ozuna,OzuTochi,Favorita,64,208133,False,0.783,0.489,0,-4.853,0,0.0956,0.141,0.00915,0.303,0.732,170.003,4,latin,Ozuna,2017,8.0,2017-08-01,Ozuna
67866,4ZlHgEGwZb3PCq0OWFbhcO,Ozuna,OzuTochi,Kotodama,63,188533,False,0.884,0.694,0,-3.241,1,0.0716,0.156,0.0188,0.3,0.597,93.025,4,latin,Ozuna,2022,7.0,2022-07-01,Ozuna
67862,07oas8KpAMIkwuetf81Zen,Ozuna;Chencho Corleone;Arcangel;J Balvin;Randy,OzuTochi,El Cel,63,287813,False,0.521,0.799,6,-5.205,1,0.162,0.0796,0.00709,0.0928,0.945,165.908,4,latin,Ozuna,2022,5.0,2022-05-01,J Balvin
67856,1TRnIxwWeJoE6MVimzjw2w,Ozuna;Danny Ocean,OzuTochi,4:22,63,193360,False,0.771,0.727,1,-4.285,0,0.0416,0.0205,4.54e-06,0.291,0.649,104.035,4,latin,Ozuna,2022,7.0,2022-07-01,Ozuna
68711,139nCjBRQCLgnWNRxBKAC7,Ozuna;GIMS;RedOne;FIFA Sound,Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],63,219831,False,0.675,0.888,11,-3.343,1,0.035,0.12,0.00967,0.337,0.526,119.018,4,latino,Ozuna,2022,11.0,2022-11-01,Ozuna
67868,5PgBTczNS4lpNmHVaPPqoU,Ozuna,OzuTochi,Días y Meses,62,192320,False,0.842,0.579,1,-5.504,1,0.0556,0.119,0.126,0.137,0.7,95.005,4,latin,Ozuna,2022,7.0,2022-07-01,Ozuna
88753,7BuSE9uTIw931wtZYzvZcQ,Sebastian Yatra;Daddy Yankee;Natti Natasha;Jonas Brothers,Runaway,Runaway,62,200693,False,0.756,0.851,2,-3.33,1,0.0674,0.0336,0.0,0.126,0.934,75.014,4,reggae,Sebastian Yatra,2020,7.0,2020-07-01,Daddy Yankee
67859,5br09BQU134gRX5M6HMnmr,Ozuna;TINI,OzuTochi,Un Reel,62,203840,False,0.715,0.744,9,-4.963,1,0.0487,0.233,0.000159,0.122,0.746,163.005,4,latin,Ozuna,2022,3.0,2022-03-01,Ozuna
36152,71MEWIf4Itr8Pd9OW5Mq7q,GIMS;Maluma,Hola Señorita,Hola Señorita,62,206853,False,0.588,0.796,0,-3.945,0,0.262,0.386,0.0,0.198,0.546,192.128,4,french,GIMS,2019,6.0,2019-06-01,Maluma
67855,52AHKfP6qQ3feLjPCDTiRI,Ozuna;Pedro Capó,OzuTochi,Mar Chiquita,62,204413,False,0.713,0.76,0,-4.628,0,0.0421,0.304,1.79e-05,0.0656,0.668,98.015,4,latin,Ozuna,2022,6.0,2022-06-01,Ozuna
67704,7CUYHcu0RnbOnMz4RuN07w,Luis Fonsi;Daddy Yankee,Despacito (Featuring Daddy Yankee),Despacito (Featuring Daddy Yankee),61,228200,False,0.659,0.802,2,-4.79,1,0.148,0.208,0.0,0.123,0.863,177.936,4,latin,Luis Fonsi,2017,1.0,2017-01-01,Daddy Yankee
67870,7qUv2Tq895aJc6g4O1F6Zs,Ozuna,OzuTochi,Vida,61,152626,False,0.728,0.577,1,-5.371,0,0.0538,0.0502,0.000309,0.0589,0.318,169.988,4,latin,Ozuna,2020,8.0,2020-08-01,Ozuna
67861,7Hr9ke37qeKfCajWSZ4iet,Ozuna;Nesi,OzuTochi,La Suzi,61,155933,False,0.541,0.544,11,-7.559,0,0.258,0.28,0.0115,0.289,0.456,98.015,4,latin,Ozuna,2020,8.0,2020-08-01,Ozuna
21342,6UbWYuDxDYmYYhsNYuYPPC,Burna Boy;J Balvin,"Love, Damini",Rollercoaster (feat. J Balvin),60,187269,False,0.774,0.687,9,-9.994,1,0.0744,0.116,0.0012,0.129,0.791,98.993,4,dancehall,Burna Boy,2020,9.0,2020-09-01,J Balvin
67869,5Os2tLxqWCi3FexbWdWDAm,Ozuna,OzuTochi,Te Marchaste,59,240026,False,0.738,0.67,5,-4.407,0,0.0792,0.487,3.25e-06,0.295,0.475,90.004,4,latin,Ozuna,2020,8.0,2020-08-01,Ozuna
32537,5QXQy0f2q8wJNpPwJtjifx,DJ Snake;J Balvin;Ozuna;Nicky Jam;Natti Natasha;Darell;Sech,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) [REMIX]","Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX",59,341875,False,0.789,0.694,6,-5.781,0,0.0729,0.0982,0.0,0.0962,0.549,96.035,4,electronic,DJ Snake,2019,8.0,2019-08-01,J Balvin
67872,5pvy8p5jyXqr6bjzQRDPjm,Ozuna;Tokischa;Louchie Lou;Michie One,OzuTochi,Somos Iguales,58,172413,False,0.836,0.64,1,-4.14,1,0.0809,0.0301,0.000249,0.311,0.435,97.013,4,latin,Ozuna,2022,7.0,2022-07-01,Ozuna
67811,4PlkeOWaeaS9e0R2DvZUgc,Ozuna;El Cherry Scom,OzuTochi,Perreo y Dembow,58,162026,False,0.913,0.722,7,-2.949,1,0.0576,0.0171,0.0978,0.139,0.545,110.015,4,latin,Ozuna,2022,7.0,2022-07-01,Ozuna
67864,4u4EnZpoThBaxVRLMHyVOA,Ozuna,OzuTochi,Cielos Rosado,58,182840,False,0.86,0.72,6,-6.191,0,0.0454,0.0234,0.168,0.377,0.23,120.0,4,latin,Ozuna,2020,8.0,2020-08-01,Ozuna
32416,1FAjjAWCMbsIR9fCqC2sRm,Tropkillaz;J Balvin;Anitta;ZAAC;M3B,Bola Rebola (Remixes),Bola Rebola - M3B Remix,56,149567,False,0.726,0.869,1,-4.15,1,0.072,0.00511,0.00512,0.236,0.598,130.0,4,electronic,Tropkillaz,2019,8.0,2019-08-01,J Balvin
68900,4riu4aBQtqszCfyX2dbF7d,Zion & Lennox;Daddy Yankee,Motivando a la Yal Special Edition,Yo Voy,56,231840,False,0.793,0.747,7,-4.854,0,0.165,0.0694,0.0,0.0828,0.57,95.036,4,latino,Zion & Lennox,2015,9.0,2015-09-01,Daddy Yankee
68818,23YaKmzWDeP2wagOfz2mUY,Daddy Yankee;Pitbull;Lil Jon;Noriega;DJ Buddha,"Reggaeton! (18 Latin Hits, The Very Best of Reggaeton, Dembow, Urban)","Gasolina (with Pitbull, Lil Jon, Noriega, Dj Buddha) - Dj Buddha Remix",55,283040,False,0.714,0.817,6,-7.524,1,0.188,0.0435,0.0,0.122,0.637,96.021,4,latino,Daddy Yankee,2004,1.0,2004-01-01,Daddy Yankee
89965,7qCHqtiSiX3T09ErW718yQ,J Balvin;Metallica,Wherever I May Roam,Wherever I May Roam,54,158573,False,0.685,0.731,5,-6.121,1,0.033,0.00217,0.0,0.372,0.171,128.968,4,reggaeton,J Balvin,2021,12.0,2021-12-01,J Balvin
68719,7w1RxkQtEwKYEoyQuaxfXW,J Balvin;Willy William;HUGEL,Mi Gente (Hugel Remix),Mi Gente - Hugel Remix,53,208773,False,0.948,0.673,9,-4.439,1,0.182,0.0555,0.000572,0.0739,0.785,119.974,4,latino,J Balvin,2017,12.0,2017-12-01,J Balvin
83737,3FpwEUCh753Vv5u4rrmn4K,Dimitri Vegas & Like Mike;David Guetta;Daddy Yankee;Afro Bros;Natti Natasha;Dimitri Vegas;Bassjackers,Tomorrowland 2019 EP,Instagram - Bassjackers Remix,49,217178,True,0.494,0.823,6,-3.877,1,0.0813,0.025,0.00101,0.209,0.291,128.037,4,progressive-house,Dimitri Vegas & Like Mike,2019,8.0,2019-08-01,Daddy Yankee
83868,2UdCIrsZR9bw96kcLAyAyh,Dimitri Vegas & Like Mike;David Guetta;Daddy Yankee;Afro Bros;Natti Natasha;Dimitri Vegas;R3HAB,Instagram (R3HAB Remix),Instagram - R3HAB Remix,48,151897,True,0.436,0.858,1,-4.069,0,0.104,0.0554,0.0,0.173,0.502,122.568,4,progressive-house,Dimitri Vegas & Like Mike,2019,9.0,2019-09-01,Daddy Yankee
21718,5RE2mMitKRWTQuh1jSzlBu,Sean Paul;J Balvin;Good Times Ahead,Contra La Pared (Remixes),Contra La Pared - GTA Remix,47,257274,False,0.829,0.863,10,-3.591,1,0.067,0.00206,0.0193,0.116,0.641,126.02,4,dancehall,Sean Paul,2019,5.0,2019-05-01,J Balvin
