Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,primary_artist,artist,pais,region,region_label
2006,4gHnSNHs8RyVukKoWdS99f,Nirvana,Nevermind (Remastered),Something In The Way,76,232146,False,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4,alt-rock,Nirvana,Nirvana,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2008,6rrKbzJGGDlSZgLphopS49,The Score,ATLAS,Unstoppable,73,192106,False,0.485,0.843,1,-3.993,0,0.0467,0.00129,1.01e-05,0.14,0.602,78.001,4,alt-rock,The Score,The Score,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2009,4CeeEOM32jQcH3eN9Q2dGj,Nirvana,Nevermind (Remastered),Smells Like Teen Spirit,83,301920,False,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4,alt-rock,Nirvana,Nirvana,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2012,7uCBGNn991AM68fR4tSDco,The Score,Carry On,Born For This,69,237375,False,0.411,0.675,5,-6.251,0,0.0591,0.063,0.0,0.092,0.545,130.134,4,alt-rock,The Score,The Score,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2013,6QvYmrqFKRSVrcVgvoA7Ar,Red Hot Chili Peppers,All That Really Matters - Just Hits,Tippa My Tongue,4,260808,False,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2014,75fT19n6ZQHr67Mkh86qfD,Red Hot Chili Peppers,Rock Brandneu,Tippa My Tongue,2,260808,False,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2016,2AEdT2ZKd14kzOouzdNOUj,Red Hot Chili Peppers,OK Boomers - Top Tunes,Californication,2,329733,False,0.592,0.765,9,-2.788,0,0.027,0.0021,0.00154,0.127,0.327,96.483,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2017,4xnB2yGAeXOuR3kJ9KTD3b,Red Hot Chili Peppers,Rock Brandneu,Nerve Flip,0,186148,False,0.386,0.936,8,-4.005,1,0.0701,0.0121,1.6e-05,0.266,0.418,176.366,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2019,5xUhs6dlfkcxZM8zq7riYF,Red Hot Chili Peppers,Tek It - New Noise,Black Summer,1,232412,False,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2021,62pennq1pcVBFVW1b1CrFu,Red Hot Chili Peppers,Top of the Rock,Nerve Flip,0,186148,False,0.386,0.936,8,-4.005,1,0.0701,0.0121,1.6e-05,0.266,0.418,176.366,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2023,1bOENKlPYEDXyH9kLFUsnj,Nickelback,Timeless Rock Hits,Animals,3,185906,False,0.569,0.963,7,-3.069,1,0.0593,0.000787,0.0256,0.22,0.82,76.995,4,alt-rock,Nickelback,Nickelback,Canadá,Anglophone,Anglophone (USA/UK/AUS/CAN)
2024,58yD1ZePlS6V4gImXGV8Ed,Red Hot Chili Peppers,Daily Pop Mix,Tippa My Tongue,0,260808,False,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2025,1tRpraJDpEUl0HjnkMosqx,Red Hot Chili Peppers,Top of the Rock,Black Summer,3,232412,False,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2027,5oJgIQPvytf2nR7WX3vZLn,Weezer,Tek It - New Noise,Records,0,208920,False,0.658,0.773,11,-5.119,1,0.0244,0.000901,0.0,0.194,0.66,100.006,4,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2031,1c9MeAa2tLEoZl5osXf5Ts,Red Hot Chili Peppers,Kick It,Fire - Remastered,1,123800,True,0.421,0.986,11,-1.795,0,0.152,0.00482,0.0,0.295,0.263,105.83,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2034,0v8tmDMQrTMavluubqAJo4,Red Hot Chili Peppers,80s Bangers Vol. 2,Higher Ground - Remastered,1,202053,False,0.476,0.979,4,-3.504,0,0.133,0.00142,0.00686,0.0944,0.394,140.408,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2035,47dUWyurHWefCpINwcvit2,Red Hot Chili Peppers,Pop Hits Now,Black Summer,0,232412,False,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2040,2MCUHzFEXf39cyzcNyKw7B,Weezer;AJR,All Out Alternative,All My Favorite Songs,0,170720,False,0.605,0.7,4,-6.47,1,0.0277,0.00998,0.0,0.116,0.588,84.962,4,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2042,5HNau9WX6OmX2PcBn3n24r,Red Hot Chili Peppers,20's Rock,Black Summer,0,232412,False,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2048,12cG3BUpk6PzLAzWK0mryO,Red Hot Chili Peppers,Alternative Rock Mixtape,By the Way,2,215666,False,0.441,0.986,0,-2.466,1,0.116,0.038,0.000781,0.0998,0.184,123.974,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2050,5Q6fh8OEhBYepJaORz9lxe,The Neighbourhood;Syd,Daddy Issues (Remix) feat. Syd,Daddy Issues (Remix) feat. Syd,75,181186,False,0.623,0.533,10,-8.164,1,0.0653,0.245,0.00717,0.112,0.247,84.982,4,alt-rock,The Neighbourhood,The Neighbourhood,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2051,2xql0pid3EUwW38AsywxhV,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Reflections,80,244013,False,0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,4,alt-rock,The Neighbourhood,The Neighbourhood,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2056,3SWqGa1J0M7hSBUDM0KePD,The Score,ATLAS,Legend,71,189120,False,0.601,0.757,2,-3.341,1,0.028,0.0139,8.85e-05,0.0727,0.462,82.001,4,alt-rock,The Score,The Score,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2063,6Byuke1Ac5qWJHFgzu7byM,Weezer,Rock - Best of 2022,Records,4,208920,False,0.658,0.773,11,-5.119,1,0.0244,0.000901,0.0,0.194,0.66,100.006,4,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2064,7yI7YDsXGrwUX8sFTXXnVV,Weezer,Los Clásicos del Pop 90s,Say It Ain't So,1,258825,False,0.635,0.551,3,-7.136,1,0.0354,0.00743,1.82e-05,0.07,0.451,151.779,4,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2065,3qmncUJvABe0QDRwMZhbPt,Weezer,90's Music Grandi Successi,Say It Ain't So,2,258825,False,0.635,0.551,3,-7.136,1,0.0354,0.00743,1.82e-05,0.07,0.451,151.779,4,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2066,6WwoaXSpEJ75vG1t674Cmm,Weezer,Fishing Music,Say It Ain't So,0,258825,False,0.635,0.551,3,-7.136,1,0.0354,0.00743,1.82e-05,0.07,0.451,151.779,4,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2067,2q9STTSwMoEVLyvlNZyOdA,Weezer,Rock Brandneu,Records,0,208920,False,0.658,0.773,11,-5.119,1,0.0244,0.000901,0.0,0.194,0.66,100.006,4,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2068,65mksf4l4ShgosppsGHoVR,Weezer,90's Music Grandi Successi,Buddy Holly,0,159226,False,0.555,0.921,8,-4.606,1,0.0369,0.00264,0.000205,0.117,0.775,121.141,4,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2069,61c2cPZd0ZZr7W2X5d0bUR,Weezer,Rock Workout 2023,Buddy Holly,2,159226,False,0.555,0.921,8,-4.606,1,0.0369,0.00264,0.000205,0.117,0.775,121.141,4,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2071,7cEZSmCRCiOU1nsCuAtx0F,Weezer,Mirando las nubes,Island In The Sun,1,200053,False,0.654,0.794,4,-6.288,0,0.0284,0.00769,0.00134,0.165,0.678,114.62,4,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2072,1l1ra0gsPlpnDOc4HdkKZU,Weezer,Emo Christmas 2022,O Come All Ye Faithful,0,124653,False,0.516,0.818,11,-6.076,1,0.0393,0.00701,0.0,0.337,0.769,121.907,4,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2073,03I89EqsberXEAapUd1yWu,Weezer;AJR,Here to Forever - All New Indie,All My Favorite Songs,0,170720,False,0.605,0.7,4,-6.47,1,0.0277,0.00998,0.0,0.116,0.588,84.962,4,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2078,11oRhYmKwkh6iUTC521TSk,Weezer,Top of the Rock,Records,0,208920,False,0.658,0.773,11,-5.119,1,0.0244,0.000901,0.0,0.194,0.66,100.006,4,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2079,2Nmgl5ms85CE90Yu4lm8jL,Weezer,Alternative Christmas 2022,O Holy Night,0,244306,False,0.173,0.609,3,-7.724,1,0.0482,0.359,0.0,0.1,0.0988,197.819,3,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2080,08k0JhCj8oJLB7Xuclr57s,Weezer,Fiesta temática 90s,My Name Is Jonas,1,206120,False,0.261,0.947,11,-3.031,1,0.0487,0.000193,0.00326,0.31,0.552,185.942,3,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2083,3M1kaOBZv0cvlXK7xYCT1Z,Weezer,Rock n Roll Christmas,O Come All Ye Faithful,0,124653,False,0.516,0.818,11,-6.076,1,0.0393,0.00701,0.0,0.337,0.769,121.907,4,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2091,6RYHGsmhxeZ5694zS1zDF6,Weezer,Rock n Roll Christmas,We Wish You A Merry Christmas,0,84973,False,0.387,0.786,11,-4.127,1,0.0436,0.0195,0.0,0.123,0.462,149.806,3,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2092,1wmOubz5LefeGM4KDAcsfz,Weezer,Christmas Rock 2022,O Come All Ye Faithful,0,124653,False,0.516,0.818,11,-6.076,1,0.0393,0.00701,0.0,0.337,0.769,121.907,4,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2093,22rUY52RY8r6fi66gtEono,Weezer,Alternative Christmas 2022,We Wish You A Merry Christmas,0,84973,False,0.387,0.786,11,-4.127,1,0.0436,0.0195,0.0,0.123,0.462,149.806,3,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2094,7mntHnF2frXuZwFAp8ouCB,Weezer,Alternative Christmas 2022,We Wish You A Merry Christmas,0,84973,False,0.387,0.786,11,-4.127,1,0.0436,0.0195,0.0,0.123,0.462,149.806,3,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2098,3v8CoiN19zAzkTG0E7TBTN,Weezer,Christmas Rock 2022,We Wish You A Merry Christmas,0,84973,False,0.387,0.786,11,-4.127,1,0.0436,0.0195,0.0,0.123,0.462,149.806,3,alt-rock,Weezer,Weezer,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2100,2u0CelO5c81XS7z3dGpHbS,The Neighbourhood,Wiped Out!,The Beach,78,255133,False,0.245,0.64,2,-7.426,0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,4,alt-rock,The Neighbourhood,The Neighbourhood,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2101,0VF7YLIxSQKyNiFL3X6MmN,The Neighbourhood,Chip Chrome & The Mono-Tones (Deluxe),Stargazing,76,217026,False,0.512,0.483,0,-7.798,1,0.0298,0.00304,0.0011,0.12,0.367,160.009,4,alt-rock,The Neighbourhood,The Neighbourhood,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2105,48UPSzbZjgc449aqz8bxox,Red Hot Chili Peppers,Californication (Deluxe Edition),Californication,82,329733,False,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2107,5Sco7mbJy7p7vdDtJW10fZ,The Score,Pressure,Born For This,65,234013,False,0.631,0.684,5,-6.27,0,0.0405,0.0576,0.0,0.0938,0.528,129.974,4,alt-rock,The Score,The Score,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2108,2RsAajgo0g7bMCHxwH3Sk0,Nirvana,Nevermind (Remastered),Come As You Are,79,218920,False,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4,alt-rock,Nirvana,Nirvana,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2109,2aibwv5hGXSgw7Yru8IYTO,Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),80,334666,False,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2111,7Fv8Qp3tTSbSS2VjryUF7L,The Score,ATLAS,Revolution,67,231986,False,0.574,0.833,8,-6.239,0,0.0563,0.0611,0.0,0.105,0.574,86.008,4,alt-rock,The Score,The Score,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2150,7brQHA2CgQpcMBiOlfiXYb,The Neighbourhood,I Love You.,Afraid,77,251186,True,0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,4,alt-rock,The Neighbourhood,The Neighbourhood,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2197,6FvZIDTCtmWC4KERBlLQ5f,Babasónicos,tardes tranqui,Como Eran Las Cosas,0,242520,False,0.696,0.448,8,-9.099,1,0.0333,0.452,2.43e-05,0.0904,0.569,95.004,4,alt-rock,Babasónicos,Babasónicos,Argentina,Latino-LAM,Latinoamérica
2199,34kHexFdmug6nYZzkz3hc0,Babasónicos,noches de lluvia,Como Eran Las Cosas,0,242520,False,0.696,0.448,8,-9.099,1,0.0333,0.452,2.43e-05,0.0904,0.569,95.004,4,alt-rock,Babasónicos,Babasónicos,Argentina,Latino-LAM,Latinoamérica
2206,5ruzrDWcT0vuJIOMW7gMnW,The Strokes,The New Abnormal,The Adults Are Talking,79,309053,False,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,4,alt-rock,The Strokes,The Strokes,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2210,3CrsuTJomWZmeXIvKhV45l,The Score,Carry On,Stronger,66,190048,False,0.563,0.678,2,-4.717,0,0.0392,0.0228,0.0,0.342,0.134,127.883,4,alt-rock,The Score,The Score,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2211,2QGuFhaQDrGKqtkOgItDJS,Charlie Brown Jr.,Acústico (Ao Vivo),Zoio De Lula - Ao Vivo,55,224973,False,0.632,0.866,1,-5.445,0,0.0488,0.0556,5.75e-06,0.518,0.835,87.785,4,alt-rock,Charlie Brown Jr.,Charlie Brown Jr.,Brasil,Latino-LAM,Latinoamérica
2256,15VRO9CQwMpbqUYA7e6Hwg,Nirvana,MTV Unplugged In New York,The Man Who Sold The World,76,261093,False,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,4,alt-rock,Nirvana,Nirvana,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2259,11LmqTE2naFULdEP94AUBa,Nirvana,In Utero - 20th Anniversary - Deluxe Edition,Heart-Shaped Box,79,281160,False,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,4,alt-rock,Nirvana,Nirvana,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2260,3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,By the Way (Deluxe Edition),Can't Stop,82,269000,False,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2300,0EfsDEYaSjGYd66Pr881nq,The Neighbourhood,Wiped Out!,Cry Baby,74,235160,False,0.581,0.656,4,-4.891,0,0.0294,0.00269,2.78e-06,0.101,0.338,108.033,4,alt-rock,The Neighbourhood,The Neighbourhood,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2303,7IL8PSVwLOJxqYne6azxQv,The Neighbourhood,Chip Chrome & The Mono-Tones,Pretty Boy,75,234093,False,0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,4,alt-rock,The Neighbourhood,The Neighbourhood,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2309,3d9DChrdc6BOeFsbrZ3Is0,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),Under the Bridge,82,264306,False,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2314,3JRi5bymnIQ2fhIetoOm3r,Charlie Brown Jr.,Acústico (Ao Vivo),Só Por Uma Noite - Ao Vivo,53,190400,False,0.568,0.94,4,-6.414,1,0.0402,0.0366,0.00314,0.735,0.738,114.873,4,alt-rock,Charlie Brown Jr.,Charlie Brown Jr.,Brasil,Latino-LAM,Latinoamérica
2317,5waHhqlk8iTweFuHeZz9CZ,Bullet For My Valentine,Release Your ANGER,Stitches,5,301426,True,0.547,0.941,1,-4.631,1,0.0824,5.72e-06,0.000756,0.323,0.331,100.007,4,alt-rock,Bullet For My Valentine,Bullet For My Valentine,Reino Unido,Anglophone,Anglophone (USA/UK/AUS/CAN)
2320,1CfKabrnieuwFYodtDZvvw,Bullet For My Valentine,Release Your ANGER,Shatter - Edit,0,281757,False,0.413,0.923,9,-4.487,1,0.053,9.24e-06,0.00102,0.0883,0.504,150.059,4,alt-rock,Bullet For My Valentine,Bullet For My Valentine,Reino Unido,Anglophone,Anglophone (USA/UK/AUS/CAN)
2322,1EWRXz6c0WPKae8vziEnZi,Chris Tomlin,Santa's Christmas List,Joy To The World (Unspeakable Joy),1,230720,False,0.418,0.876,2,-5.157,1,0.0529,0.00187,0.0,0.829,0.341,128.033,4,alt-rock,Chris Tomlin,Chris Tomlin,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2324,1GN7Kn9Hr4pOpVVxBL1ZUD,Chris Tomlin;Lauren Daigle,Christmas Dinner,Noel - Live,0,257720,False,0.349,0.261,10,-9.478,0,0.0306,0.748,0.0,0.104,0.103,137.954,4,alt-rock,Chris Tomlin,Chris Tomlin,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2326,2eXCP4kLEm5b11TH2MVas6,Chris Tomlin;Audrey Assad,Santa's Christmas List,Winter Snow,0,212773,False,0.444,0.33,2,-15.594,1,0.262,0.954,1.49e-06,0.676,0.308,95.47,4,alt-rock,Chris Tomlin,Chris Tomlin,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2329,5AOrknyCsTI1KUBr92efWi,Chris Tomlin,Alternative Christmas 2022,Little Drummer Boy,0,215373,False,0.699,0.585,7,-5.755,1,0.0297,0.246,0.000329,0.0975,0.757,124.054,4,alt-rock,Chris Tomlin,Chris Tomlin,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2350,0xD23i0X1WjqMSYIxRfO80,The Neighbourhood,#000000 & #FFFFFF,Unfair,72,146866,False,0.477,0.572,8,-7.328,1,0.0319,0.00708,0.784,0.144,0.0414,194.033,4,alt-rock,The Neighbourhood,The Neighbourhood,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2356,5gRcv46AMTrosmTOqrOV3Q,Nirvana,In Utero - 20th Anniversary Remaster,Dumb,75,151893,False,0.697,0.395,6,-13.58,1,0.0281,0.428,0.653,0.173,0.876,113.589,4,alt-rock,Nirvana,Nirvana,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2365,4gi2kndWShH9kDbb9kBfs6,The Score,Metamorph,Fighter,65,156666,False,0.521,0.835,8,-3.717,0,0.0728,0.0259,0.00011,0.091,0.482,160.031,4,alt-rock,The Score,The Score,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2367,5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,The Colour And The Shape,Everlong,84,250546,False,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,4,alt-rock,Foo Fighters,Foo Fighters,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2385,1mOhRdYfCMLbyzrQPPcGMG,Los Caligaris,No Es Lo Que Parece,Añejo W,52,303878,False,0.676,0.892,5,-5.065,0,0.0348,0.326,9.46e-06,0.346,0.829,142.046,4,alt-rock,Los Caligaris,Los Caligaris,Argentina,Latino-LAM,Latinoamérica
2391,7MbfpPG4oVcnyIulMKBkCK,Charly García,Rock x siempre,Ojos De Video Tape,0,217853,False,0.477,0.459,5,-10.214,1,0.0261,0.715,0.000742,0.228,0.326,105.541,4,alt-rock,Charly García,Charly García,Argentina,Latino-LAM,Latinoamérica
2396,04GunTYlMUoEnc5pwzQANm,Charly García,Rock x siempre,Yendo De La Cama Al Living,0,283760,False,0.659,0.433,7,-9.426,0,0.19,0.368,0.000312,0.13,0.572,80.115,4,alt-rock,Charly García,Charly García,Argentina,Latino-LAM,Latinoamérica
2399,4MTx23V7Axs7subL3UdGft,Charly García,Rock x siempre,Demoliendo Hoteles,0,135973,False,0.616,0.702,10,-8.467,0,0.0618,0.00321,0.0,0.391,0.41,78.728,4,alt-rock,Charly García,Charly García,Argentina,Latino-LAM,Latinoamérica
2400,2wXioTynVwrEWYRv6R6vEj,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Void,68,203666,False,0.534,0.582,5,-7.912,1,0.0401,0.047,0.0328,0.0883,0.346,84.183,4,alt-rock,The Neighbourhood,The Neighbourhood,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2402,64BbK9SFKH2jk86U3dGj2P,Red Hot Chili Peppers,Californication (Deluxe Edition),Otherside,80,255373,False,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2404,1G391cbiT3v3Cywg8T7DM1,Red Hot Chili Peppers,Californication (Deluxe Edition),Scar Tissue,79,215906,False,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2405,0gmbgwZ8iqyMPmXefof8Yf,Nickelback,Silver Side Up,How You Remind Me,80,223840,False,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,4,alt-rock,Nickelback,Nickelback,Canadá,Anglophone,Anglophone (USA/UK/AUS/CAN)
2407,0ADZ5dmXhlfzjMw6lefoPl,Nickelback,All the Right Reasons,Far Away,73,238173,False,0.518,0.797,6,-5.153,1,0.0309,0.000681,0.0,0.107,0.293,132.918,4,alt-rock,Nickelback,Nickelback,Canadá,Anglophone,Anglophone (USA/UK/AUS/CAN)
2408,2oaK4JLVnmRGIO9ytBE1bt,Red Hot Chili Peppers,The Getaway,Dark Necessities,74,302000,False,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,4,alt-rock,Red Hot Chili Peppers,Red Hot Chili Peppers,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2409,5vHLwhxxlGzmClMcxRRFPr,Nirvana,Nevermind (Remastered),Lithium,73,257053,False,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207,4,alt-rock,Nirvana,Nirvana,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2416,40lKptao1hxVqA7fd1OOGp,Chris Tomlin,And If Our God Is For Us...,Our God,63,285160,False,0.509,0.778,11,-3.608,1,0.0295,0.00998,0.0,0.19,0.216,105.066,4,alt-rock,Chris Tomlin,Chris Tomlin,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2418,2cppGOIz0cuDnKoGzrDsJQ,The Score,Pressure,The Fear,62,183853,False,0.498,0.628,7,-5.709,0,0.0317,0.00686,0.0,0.362,0.218,138.099,4,alt-rock,The Score,The Score,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
2419,2HegWuw33lBqopjopozt7N,Charlie Brown Jr.,Acústico (Ao Vivo),O Preço - Ao Vivo,51,193933,False,0.417,0.959,3,-5.853,0,0.154,0.0741,0.000243,0.764,0.522,82.771,4,alt-rock,Charlie Brown Jr.,Charlie Brown Jr.,Brasil,Latino-LAM,Latinoamérica
2422,1aKSNq3Skm9MIIksjx5bFy,Charlie Brown Jr.,De 1997 A 2007,Vícios E Virtudes - Ao Vivo,51,189413,False,0.378,0.916,8,-7.516,1,0.0921,0.024,0.000381,0.988,0.622,93.065,4,alt-rock,Charlie Brown Jr.,Charlie Brown Jr.,Brasil,Latino-LAM,Latinoamérica
2451,60F6pgM6H6miNr5AmjxwjL,The Neighbourhood,Fallen Star,Fallen Star,70,224938,False,0.603,0.551,10,-6.259,0,0.0304,0.0696,0.0976,0.192,0.439,75.001,4,alt-rock,The Neighbourhood,The Neighbourhood,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
